ImageFiles,Show Attend And Tell,Novel Object Captioner,Decoupled Novel Object Captioner,Object Classes per Image,Object Instances per Image,Length of Caption
b00002863_21i57n_20150517_155911e.jpg,a man sitting at a table with a glass of wine.,A man is sitting on a train with a large window.,a man sitting on a fork in front of a fork,1,2,"[11, 11, 11]"
b00002542_21i57n_20150517_134925e.jpg,a person on a beach with a surfboard.,A man is standing on a beach holding a kite.,a man is standing on a beach with a kite,1,2,"[8, 10, 10]"
b00001322_21i57n_20150518_161603e.jpg,a man is working on a laptop computer.,A man is sitting on a desk in front of a laptop.,a man sitting at a desk with a keyboard computer,5,6,"[8, 12, 10]"
b00003067_21i57n_20150517_174041e.jpg,a view of a street filled with lots of trees.,A man is sitting on a bench with a dog.,a potted plant is parked on the side of a road,0,0,"[10, 10, 11]"
b00000424_21i57n_20150526_133037e.jpg,a group of people walking down a street.,A man is standing on a street sign.,a person is parked on the side of a road,1,1,"[8, 8, 10]"
b00000300_21i57n_20150525_204541e.jpg,a group of people standing around a table.,A group of people standing around a table with a wine glass.,a group of people sitting around a table with a bicycle,6,12,"[8, 12, 11]"
b00003142_21i57n_20150520_121537e.jpg,a group of people standing around a table.,A woman is standing in front of a table with a cake in front of them.,a group of people standing around a table with a bicycle,1,12,"[8, 16, 11]"
b00000247_21i57n_20150525_201010e.jpg,a couple of people standing around a table.,A man standing next to a woman in a city.,a group of people standing around a table,1,3,"[8, 10, 8]"
b00000186_21i57n_20150517_225234e.jpg,a group of people sitting at a table.,A man is sitting at a table with a plate of food.,a man is sitting at a table with a bicycle,5,7,"[8, 12, 10]"
b00001509_21i57n_20150509_130020e.jpg,a group of people standing outside of a building.,A man with a umbrella and a man in a city.,a group of people standing around a table with umbrellas,4,11,"[9, 11, 10]"
b00003254_21i57n_20150520_130731e.jpg,a group of people standing in a room.,A woman in a red shirt and a white shirt and a red and white shirt.,a woman standing in a kitchen with a bicycle,1,4,"[8, 16, 9]"
b00005117_21i57n_20150522_215938e.jpg,a group of people sitting at a table with wine glasses.,A man in a restaurant eating a glass of wine.,a man is sitting at a table with a wine glass,4,8,"[11, 10, 11]"
b00000346_21i57n_20150525_211600e.jpg,a group of people sitting around a table.,A group of people sitting around a table with food.,a group of people sitting around a table with food,4,8,"[8, 10, 10]"
b00004855_21i57n_20150512_123305e.jpg,a group of people sitting on top of a lush green field.,A man is holding a frisbee in his hand.,a woman sitting on a bicycle with a bicycle,2,12,"[12, 9, 9]"
b00000209_21i57n_20150517_230418e.jpg,a group of people sitting at a table with wine glasses.,A man sitting at a table with a plate of food.,a man is standing in a kitchen with a wine glass,4,8,"[11, 11, 11]"
b00005118_21i57n_20150522_220014e.jpg,a group of people sitting at a table.,A man standing in front of a large glass of wine.,a group of people sitting around a table,3,7,"[8, 11, 8]"
b00000110_21i57n_20150524_173403e.jpg,a woman and a woman are playing a game of frisbee.,A woman in a red shirt and a black and white frisbee.,a man and woman are playing with a bicycle,1,5,"[11, 12, 9]"
b00003168_21i57n_20150520_122824e.jpg,a man standing in front of a large building.,A man is standing in front of a building with a large green field.,a bicycle is sitting on a bicycle in front of a building,2,10,"[9, 14, 12]"
b00002523_21i57n_20150517_134134e.jpg,a person on a beach with a surfboard.,A person standing on a field with a unk.,a person is flying a surfboard in the sky,1,1,"[8, 9, 9]"
b00000281_21i57n_20150525_203224e.jpg,a man and a woman are eating food.,A man is holding a plastic fork and a bowl of food.,a young boy is holding a bicycle in his mouth,1,4,"[8, 12, 10]"
b00002537_21i57n_20150517_134729e.jpg,a man standing on a beach with a kite.,A man is standing on a skateboard in the air.,a man flying a kite on a beach,3,5,"[9, 10, 8]"
b00002555_21i57n_20150517_135426e.jpg,a man flying a kite on a beach.,A man is standing on a beach holding a kite.,a man is flying a kite on the beach,2,3,"[8, 10, 9]"
b00002358_21i57n_20150517_122517e.jpg,a person is looking out the window of a car.,A man is sitting on a car with a cellphone.,a person holding a car in his hand,1,1,"[10, 10, 8]"
b00002659_21i57n_20150517_143302e.jpg,a white and white horse in a field.,A person is standing on a sandy beach.,a kite is flying over a mountain range,0,0,"[8, 8, 8]"
b00004724_21i57n_20150522_131034e.jpg,a group of people standing next to each other.,A man is standing in front of a large white plate holding a baseball bat.,a man in a suit and bicycle standing in front of a building,1,7,"[9, 15, 13]"
b00002569_21i57n_20150517_140003e.jpg,a person flying a kite on the beach.,A man is standing on a beach with a kite.,a kite flying a kite on the beach,2,2,"[8, 10, 8]"
b00000257_21i57n_20150525_201647e.jpg,a group of people standing next to each other.,A man is standing in front of a large window.,a man is standing in front of a building,2,4,"[9, 10, 9]"
b00002526_21i57n_20150517_134249e.jpg,a view of a beach with a beach.,A man is sitting on a white and blue blanket.,a person on a beach with a bicycle on the beach,0,0,"[8, 10, 11]"
b00002511_21i57n_20150517_133637e.jpg,a man is standing in a car with a surfboard.,A man in a car is parked on a street.,a man is sitting on a car with a car,2,3,"[10, 10, 10]"
b00000355_21i57n_20150518_002218e.jpg,a man is standing in front of a television.,A blurry reflection of a person in a restaurant eating a meal.,a man is standing in front of a wine glass,1,3,"[9, 12, 10]"
b00002317_21i57n_20150519_155101e.jpg,a kitchen with a refrigerator and a microwave.,A person is standing in the middle of a room.,a refrigerator is parked in a parking lot,1,1,"[8, 10, 8]"
b00004743_21i57n_20150522_132218e.jpg,a woman sitting in a chair with a surfboard.,A woman is sitting on a bench with a dog.,a man is sitting on a person with a person,1,1,"[9, 10, 10]"
b00001813_21i57n_20150519_085556e.jpg,a pair of scissors sitting on top of a table.,A very cute little girl in a bathroom with a sink.,a person with a cup and a cup,3,4,"[10, 11, 8]"
b00002522_21i57n_20150517_134109e.jpg,a woman riding a motorcycle down a street.,A man in a suit and blue shirt is holding a large car.,a man is riding a car on a street,2,3,"[8, 13, 9]"
b00004335_21i57n_20150521_233950e.jpg,a person sitting at a table with a laptop.,A man in a black shirt and a white shirt and a black and white photo.,a man is sitting at a table with a bottle,2,5,"[9, 16, 10]"
b00002805_21i57n_20150517_153445e.jpg,a man walking down a street next to a bus.,A man is walking down a street with a backpack.,a man is standing next to a bicycle,2,4,"[10, 10, 8]"
b00005325_21i57n_20150523_125426e.jpg,a group of people walking down a street.,A man is riding a bicycle with a dog in the background.,a man riding a bicycle down a street,3,9,"[8, 12, 8]"
b00003251_21i57n_20150520_130607e.jpg,a street scene with a street sign and trees.,A man is riding a skateboard down a street.,a person is parked on the side of a road,1,1,"[9, 9, 10]"
b00000752_21i57n_20150518_121600e.jpg,a room filled with lots of furniture.,A large white train is hanging from a ceiling.,a couch is pulling into a station with a couch,0,0,"[7, 9, 10]"
b00004625_21i57n_20150522_020352e.jpg,a group of people on a skate board.,A man in a car is eating a banana.,a group of people sitting around a table,3,5,"[8, 9, 8]"
b00002527_21i57n_20150517_134313e.jpg,a person on a beach with a surfboard.,A person on a beach with a red and white board.,a surfboard is flying a surfboard on the beach,0,0,"[8, 11, 9]"
b00002959_21i57n_20150517_165157e.jpg,a group of people sitting at a table.,A man in a red shirt and a black and white shirt and a red shirt and a white shirt.,a man sitting in a bicycle with a bottle,2,5,"[8, 20, 9]"
b00000355_21i57n_20150525_212140e.jpg,a group of people sitting around a table.,A man is sitting on a bench with a dog.,a group of people sitting around a table with food,5,8,"[8, 10, 10]"
b00004722_21i57n_20150522_130911e.jpg,a man holding a hot dog in his hand.,A man is holding a plastic cup and a man in a white shirt and glasses.,a man holding a bicycle in his hand,1,2,"[9, 16, 8]"
b00002480_21i57n_20150517_132151e.jpg,a person on a beach with a surfboard.,A man is sitting on a bench in the sun.,a person is sitting on a beach near the ocean,2,3,"[8, 10, 10]"
b00000619_21i57n_20150508_131859e.jpg,a man and a woman sitting at a table.,A woman sitting on a bench with a woman sitting on top of a bench.,a woman holding a bicycle in her hand,2,3,"[9, 15, 8]"
b00002752_21i57n_20150510_005041e.jpg,a couple of people playing a video game.,A man in a black shirt and a black tie and a white shirt.,a man sitting at a table with a bicycle,1,3,"[8, 14, 9]"
b00004339_21i57n_20150521_234146e.jpg,a group of people standing in a kitchen.,A man in a blue shirt and a white shirt and a black and white picture.,a man is sitting at a table with a bicycle,2,7,"[8, 16, 10]"
b00004619_21i57n_20150522_020112e.jpg,a group of people sitting on a couch.,A man in a dark suit is sitting at a table with a laptop.,a group of people standing around a table with a bed,3,3,"[8, 14, 11]"
b00000664_21i57n_20150526_160042e.jpg,a man is holding a cell phone in his hand.,A man is holding a large piece of food.,a man and woman are playing a video game,1,5,"[10, 9, 9]"
b00002782_21i57n_20150517_152502e.jpg,a city street with a bus parked in front of it.,A street scene with a bus driving down the street.,a car is parked in front of a building,1,4,"[11, 10, 9]"
b00002605_21i57n_20150517_141428e.jpg,a person flying a kite in the air.,A man is flying a kite in the sky.,a man flying a kite on a beach,1,1,"[8, 9, 8]"
b00000670_21i57n_20150526_160510e.jpg,a group of people sitting at a table.,A woman is sitting at a table with a large piece of cake.,a group of people sitting around a table with food,3,7,"[8, 13, 10]"
b00000222_21i57n_20150517_231030e.jpg,a group of people sitting at a table with wine glasses.,A man in a kitchen talking on a cell phone.,a man sitting at a table with a knife,4,6,"[11, 10, 9]"
b00002974_21i57n_20150517_165834e.jpg,a group of people standing on top of a lush green field.,A man is walking with a large green field.,a car is standing on a person in a park,1,3,"[12, 9, 10]"
b00001823_21i57n_20150519_090111e.jpg,a view of a kitchen with a refrigerator.,A large group of people are sitting in the living room.,a kitchen with a person and a cup,4,6,"[8, 11, 8]"
b00002571_21i57n_20150517_140049e.jpg,a person standing on a beach with a kite.,A man is standing in the dirt with his skateboard.,a person is flying over the beach with a person,1,1,"[9, 10, 10]"
b00002515_21i57n_20150517_133816e.jpg,a car is parked in the back of a car.,A man is standing on a surfboard in the water.,a car is parked on the side of the road,2,2,"[10, 10, 10]"
b00000384_21i57n_20150525_214554e.jpg,a group of people sitting around a table.,A group of people are standing in the middle of a room.,a group of people standing around a table,3,9,"[8, 12, 8]"
b00000888_21i57n_20150518_130727e.jpg,a view of a living room with a television.,A large white and blue train is on the steel steel.,a refrigerator is sitting in a bathroom with a refrigerator,0,0,"[9, 11, 10]"
b00002558_21i57n_20150517_135537e.jpg,a person flying a kite on a beach.,A man is sitting on a sandy beach with a kite.,a kite on a beach flying a kite,2,2,"[8, 11, 8]"
b00002816_21i57n_20150517_153922e.jpg,a city street with a bus and a building.,A large building with a large clock on it 's side.,a large building with a kite on the side of it,1,1,"[9, 11, 11]"
b00004784_21i57n_20150522_134841e.jpg,a living room with a wooden floor and a chair.,A man in a white shirt and a white shirt and a white shirt and a white shirt.,a microwave is sitting on a microwave in a room,0,0,"[10, 18, 10]"
b00004368_21i57n_20150521_235508e.jpg,a person is sitting on the floor of a car.,A table with a plate of food and a drink.,a man sitting at a table with a plate of food,3,8,"[10, 10, 11]"
b00004782_21i57n_20150522_134720e.jpg,a person walking down a sidewalk with a suitcase.,A large group of people sitting on a wooden bench.,a surfboard is sitting on a surfboard in the rain,1,2,"[9, 10, 10]"
b00004725_21i57n_20150522_131109e.jpg,a couple of people standing next to each other.,A man is standing in front of a large python.,a man and woman standing next to each other,1,3,"[9, 10, 9]"
b00003014_21i57n_20150517_171624e.jpg,a man holding a baseball bat on a field.,A man is standing in the grass with a frisbee.,a man is sitting on a surfboard in the park,2,2,"[9, 10, 10]"
b00000869_21i57n_20150518_130323e.jpg,a view of a train station with people.,A man in a red shirt and a white shirt and a red shirt and white shirt.,a bench is parked at a bench station,0,0,"[8, 17, 8]"
b00000397_21i57n_20150526_131143e.jpg,a woman is sitting on a skateboard at a skate park.,A man is sitting on a wooden table with a bowl of food.,a man is sitting at a table with a bowl,2,3,"[11, 13, 10]"
b00002586_21i57n_20150517_140648e.jpg,a person on a beach flying a kite.,A man is standing on a beach with a kite.,a person on a beach flying a kite,3,4,"[8, 10, 8]"
b00000368_21i57n_20150525_213336e.jpg,a person holding a cell phone in their hand.,A man in a black shirt and a black shirt and a black and white photo.,a person is playing with a laptop in a room,2,3,"[9, 16, 10]"
b00000591_21i57n_20150518_110905e.jpg,a man standing in a kitchen next to a stove.,A man is standing in the bathroom with his head.,a man is standing in a kitchen with a sink,5,8,"[10, 10, 10]"
b00004917_21i57n_20150512_130021e.jpg,a man standing on top of a lush green field.,A man is standing on a skateboard in the park.,a man is jumping a bicycle in the air,2,6,"[10, 10, 9]"
b00000085_21i57n_20150517_220323e.jpg,a man sitting at a table with a laptop.,A man in a kitchen with a large bowl of food.,a man sitting at a table with a wine glass,4,7,"[9, 11, 10]"
b00004642_21i57n_20150522_021208e.jpg,a group of people sitting at a table.,A group of people are sitting at a table.,a group of people sitting around a table,2,7,"[8, 9, 8]"
b00005277_21i57n_20150523_122428e.jpg,a group of people standing on a sidewalk.,A man riding a bike with a dog on a bike.,a man riding a bicycle down a street,4,11,"[8, 11, 8]"
b00000401_21i57n_20150525_215714e.jpg,a group of people sitting around a table.,A man is sitting in a chair with a plate of food.,a person sitting on a bicycle with a person,2,3,"[8, 12, 9]"
b00000313_21i57n_20150525_205405e.jpg,a group of people standing around a table.,A group of people sitting around a table eating food.,a group of people sitting around a table with food,7,14,"[8, 10, 10]"
b00002814_21i57n_20150517_153832e.jpg,a city street with a building and a building.,A man is walking down a street with a large umbrella.,a motorcycle is parked on a city street,2,7,"[9, 11, 8]"
b00005083_21i57n_20150522_213629e.jpg,a man sitting at a table with a glass of wine.,A man in a black shirt and a black and white image of a man in a bar.,a group of people standing around a bicycle,1,6,"[11, 18, 8]"
b00000603_21i57n_20150508_131152e.jpg,a person sitting at a table eating a hot dog.,A young child in a park with a dog sitting on a bench.,a man is holding a bicycle in his hand,1,1,"[10, 13, 9]"
b00002650_21i57n_20150517_142919e.jpg,a large body of water on a sunny day.,A large white airplane is on a field.,a kite is flying over a mountain range,1,1,"[9, 8, 8]"
b00001473_21i57n_20150509_124331e.jpg,a group of people standing next to each other.,A man in a suit and tie standing in front of a building.,a group of people standing around a table,1,7,"[9, 13, 8]"
b00002946_21i57n_20150517_164605e.jpg,a couple of people are sitting at a table.,A woman in a restaurant talking on a cell phone while standing in front of a plate of food.,a man sitting at a table with a dining table,4,7,"[9, 19, 10]"
b00000119_21i57n_20150517_221937e.jpg,a group of people sitting at a table.,A group of people sitting at a table with plates of food.,a man and woman are sitting at a table,6,10,"[8, 12, 9]"
b00000293_21i57n_20150525_204023e.jpg,a man and woman are looking at a laptop.,A man is standing in front of a wine glass.,a man and woman are sitting on a bicycle,1,4,"[9, 10, 9]"
b00004338_21i57n_20150521_234117e.jpg,a group of people sitting at a table.,A group of people sitting at a table with a plate of food.,a man and woman sitting at a table with a bicycle,3,8,"[8, 13, 11]"
b00002651_21i57n_20150510_000050e.jpg,a man sitting at a table with a glass of wine.,A man is sitting in a chair with a phone.,a man in a suit is holding a cup,1,2,"[11, 10, 9]"
b00002970_21i57n_20150517_165654e.jpg,a man flying a kite in a park.,A man is playing a game of frisbee in a park.,a man is flying a bicycle in the air,1,1,"[8, 11, 9]"
b00000589_21i57n_20150526_151803e.jpg,a man sitting at a desk with a laptop.,A large room with a large window and a large window.,a person sitting on a desk next to a suitcase,1,1,"[9, 11, 10]"
b00005712_21i57n_20150524_021421e.jpg,a woman standing in front of a window.,A woman taking a picture of a train with a cat on her.,a group of people standing around a bicycle,1,3,"[8, 13, 8]"
b00002511_21i57n_20150509_225509e.jpg,a group of people standing next to each other.,A man is sitting at a table with a drink and a drink.,a man and woman are playing a video game,2,4,"[9, 13, 9]"
b00000576_21i57n_20150508_125636e.jpg,a group of people standing in a room.,A large ceiling fan is in a room.,a person is parked at a station with people watching,0,0,"[8, 8, 10]"
b00000222_21i57n_20150526_112209e.jpg,a couple of people sitting on top of a luggage.,A man in a kitchen with a large window.,a man sitting at a table with a tv,2,3,"[10, 9, 9]"
b00000649_21i57n_20150526_155031e.jpg,a group of people standing around a table.,A man is eating a hot dog in a restaurant.,a woman is holding a pizza in her hand,5,10,"[8, 10, 9]"
b00004259_21i57n_20150521_155359e.jpg,a view of a bathroom with a large mirror.,A large white and grey train on a steel track.,a bathroom with a refrigerator and a refrigerator,0,0,"[9, 10, 8]"
b00005079_21i57n_20150522_213230e.jpg,a man riding a motorcycle on a city street.,A man sitting on a bike with a bike in the background.,a person is parked on a sidewalk near a bicycle,3,4,"[9, 12, 10]"
b00005077_21i57n_20150522_213110e.jpg,a woman walking down a street with a cell phone.,A man is sitting on a wooden bench with a bike.,a person is riding a bike down a street,3,8,"[10, 11, 9]"
b00002887_21i57n_20150510_164558e.jpg,a group of people sitting on a park bench.,A group of people sitting around a table with a plate of food.,a group of people sitting on a park bicycle,2,5,"[9, 13, 9]"
b00005513_21i57n_20150523_164339e.jpg,a man holding a tennis racquet on a tennis court.,A man is standing on a bicycle with a dog in the background.,a man is holding a bicycle in his hand,2,8,"[10, 13, 9]"
b00003254_21i57n_20150517_190010e.jpg,a man is holding a cell phone in his hand.,A man is holding a cell phone while riding a car.,a man holding a cell phone in his hand,1,1,"[10, 11, 9]"
b00005676_21i57n_20150523_182443e.jpg,a bathroom with a sink and a toilet.,A man is sitting on a desk in a room.,a chair and a chair on a desk,1,1,"[8, 10, 8]"
b00000640_21i57n_20150518_113101e.jpg,a man standing next to a man with a laptop.,A man is standing in the middle of a room.,a man is sitting at a table with a bicycle,2,3,"[10, 10, 10]"
b00002844_21i57n_20150510_163022e.jpg,a building with a clock on the side of it.,A man is riding a skateboard on a city street.,a man is riding a bicycle down a street,2,6,"[10, 10, 9]"
b00000144_21i57n_20150517_223149e.jpg,a group of people standing around a table.,A man in a kitchen preparing food in a kitchen.,a man is sitting at a table with a bicycle,4,7,"[8, 10, 10]"
b00002984_21i57n_20150517_170232e.jpg,a man is sitting on a bench in a park.,A man is standing in front of a large building.,a man is flying a bicycle in a park,2,3,"[10, 10, 9]"
b00000089_21i57n_20150524_172019e.jpg,a woman sitting on a park with a frisbee.,A man in a park with a frisbee in the background.,a man and woman sitting on a bicycle in the grass,2,6,"[9, 11, 11]"
b00005264_21i57n_20150523_121618e.jpg,a group of people standing next to each other.,A man and a woman are standing in a crowded area.,a man is standing next to a bicycle,3,11,"[9, 11, 8]"
b00004678_21i57n_20150522_022242e.jpg,a person sitting in a car with a cell phone.,A man in a dark shirt is talking on a cell phone.,a man is taking a picture of himself in the mirror,1,1,"[10, 12, 11]"
b00004344_21i57n_20150521_234408e.jpg,a group of people sitting at a table with food.,A group of people sitting at a table with food.,a man and woman sitting at a table with food,2,6,"[10, 10, 10]"
b00000015_21i57n_20150524_163119e.jpg,a man standing in front of a train.,A man is sitting on a bench in front of a building.,a group of people standing around a chair,1,3,"[8, 12, 8]"
b00002661_21i57n_20150517_143438e.jpg,a person on a skateboard in the air.,A large white airplane is on a steel steel.,a kite is flying over a large body of water,1,1,"[8, 9, 10]"
b00004651_21i57n_20150522_021630e.jpg,a pair of scissors sitting on top of a table.,A man is sitting on a toilet in a fishbowl room.,a wine glass is sitting on a spoon in a spoon,4,7,"[10, 11, 11]"
b00003148_21i57n_20150520_121834e.jpg,a group of people standing in a room.,A man in a blue shirt and a white shirt and a black and white picture.,a man in a suit and bicycle in a room,1,3,"[8, 16, 10]"
b00000231_21i57n_20150517_231445e.jpg,a group of people sitting at a table with wine glasses.,A woman is sitting at a table with a plate of food.,a man sitting at a table with a wine glass,6,10,"[11, 12, 10]"
b00005651_21i57n_20150523_180622e.jpg,a group of people sitting on a bench.,A man is sitting on a bench with a bicycle.,a man riding a bicycle down a street,3,10,"[8, 10, 8]"
b00004332_21i57n_20150521_233829e.jpg,a group of people sitting in a room.,A group of people standing around a table with a large sandwich.,a group of people standing around a table,1,5,"[8, 12, 8]"
b00004331_21i57n_20150521_233804e.jpg,a group of people in a kitchen preparing food.,A man in a restaurant with a large piece of cake.,a man and woman are standing in front of a bowl,1,3,"[9, 11, 11]"
b00005702_21i57n_20150524_021022e.jpg,a person is holding an umbrella in the rain.,A person is holding a mesh mesh mesh.,a person is standing in a cage with a cell phone,0,0,"[9, 8, 11]"
b00001962_21i57n_20150509_163309e.jpg,a woman is standing next to a bicycle.,A woman standing next to a woman on a bike.,a woman is sitting on a bicycle with a car,2,3,"[8, 10, 10]"
b00000305_21i57n_20150525_204858e.jpg,a group of people standing around a table.,A group of people sitting around a table eating food.,a group of people sitting around a table with food,4,9,"[8, 10, 10]"
b00005108_21i57n_20150522_215337e.jpg,a man standing in a room with luggage.,A man in a blue shirt is sitting on a wooden bench.,a man and woman are sitting at a table,4,5,"[8, 12, 9]"
b00000302_21i57n_20150525_204659e.jpg,a group of people standing around a table.,A man and a woman are posing for a picture.,a group of people sitting around a table with food,5,11,"[8, 10, 10]"
b00004774_21i57n_20150522_134220e.jpg,a man and a woman are sitting on a boat.,A young child in a large bed with a dog sitting on the table.,a woman sitting on a sink with a person,1,2,"[10, 14, 9]"
b00001469_21i57n_20150509_124143e.jpg,a group of people standing next to each other.,A man standing in a room holding a wii controller.,a group of people standing around a table,2,7,"[9, 10, 8]"
b00004647_21i57n_20150522_021418e.jpg,a group of people standing around a table.,A man in a suit and tie is looking at night.,a group of people sitting around a table,1,4,"[8, 11, 8]"
b00004245_21i57n_20150521_154734e.jpg,a woman sitting at a table with a glass of wine.,A man in a kitchen with a large window.,a man standing in a kitchen with a bowl,1,3,"[11, 9, 9]"
b00004256_21i57n_20150521_155238e.jpg,a man standing in a kitchen with a refrigerator.,A large white and black train on a steel track.,a refrigerator and a refrigerator in a room,2,2,"[9, 10, 8]"
b00000885_21i57n_20150518_130600e.jpg,a room with a couch and a window.,A large white and black stair case in a room.,a bed sitting on a bench in a room,0,0,"[8, 10, 9]"
b00003299_21i57n_20150517_191319e.jpg,a man holding a glass of wine in his hand.,A man is holding a cellphone in his hand.,a man is holding a cell phone in his hand,1,2,"[10, 9, 10]"
b00003165_21i57n_20150520_122701e.jpg,a person holding a cell phone in their hand.,A person holding a hot dog in a bun.,a person holding a book in front of a book,1,1,"[9, 9, 10]"
b00002560_21i57n_20150517_135625e.jpg,a group of people on a beach flying a kite.,A man holding a cell phone while standing next to a man.,a man sitting on a kite on a beach,2,5,"[10, 12, 9]"
b00002588_21i57n_20150517_140734e.jpg,a person on a beach with a surfboard.,A man is holding a kite in the air.,a person on a kite riding a wave,1,2,"[8, 9, 8]"
b00001819_21i57n_20150519_085845e.jpg,a bathroom with a toilet and a sink.,A small white toilet in a small room.,a bathroom with a book and a book,0,0,"[8, 8, 8]"
b00000051_21i57n_20150524_165513e.jpg,a group of people sitting at a table eating food.,A woman is holding a hot dog in a city.,a group of people sitting around a table with food,2,4,"[10, 10, 10]"
b00000667_21i57n_20150526_160233e.jpg,a man is playing a video game in a living room.,A man in a business suit is looking at the camera.,a man is taking a picture of himself in a bathroom,1,5,"[11, 11, 11]"
b00002653_21i57n_20150510_000142e.jpg,a group of people playing a video game.,A man is standing in the middle of a game of unk.,a man in a white shirt and a cell phone,1,4,"[8, 12, 10]"
b00002330_21i57n_20150509_192056e.jpg,a person is riding a skateboard down a street.,A person holding a park bench with a park bench.,a bicycle is riding a bicycle down the road,1,1,"[9, 10, 9]"
b00000638_21i57n_20150526_154809e.jpg,a close up of a banana on a plate.,A man in a white shirt and a white shirt and a white shirt and a white shirt.,a person with a person in it,1,1,"[9, 18, 7]"
b00002869_21i57n_20150517_160140e.jpg,a man sitting at a table with a plate of food.,A man is sitting at a table with a plate of food.,a man is sitting at a table with a orange,5,5,"[11, 12, 10]"
b00002681_21i57n_20150517_144243e.jpg,a view of a beach with a beach.,A person on a snowboard is in the snow.,a kite on a kite in the snow,1,3,"[8, 9, 8]"
b00004881_21i57n_20150512_124444e.jpg,a couple of people sitting on top of a boat.,A man is talking on a cell phone.,a man sitting on a bicycle with a bottle,3,10,"[10, 8, 9]"
b00002536_21i57n_20150517_134704e.jpg,a person on a beach flying a kite.,A man is flying a kite on a beach.,a man flying a kite on a beach,2,2,"[8, 9, 8]"
b00000431_21i57n_20150526_133522e.jpg,a view of a living room with a window.,A man in a black shirt and a white shirt and a black and white cat.,a vase is sitting in a room with a vase,2,2,"[9, 16, 10]"
b00002512_21i57n_20150517_133703e.jpg,a man standing on a street holding a blue umbrella.,A man is holding a cell phone while standing in the water.,a man is holding a car in his hand,1,1,"[10, 12, 9]"
b00005416_21i57n_20150523_135457e.jpg,a man riding a skateboard down a street.,A man is holding a skateboard in the air.,a group of people riding horses down a dirt road,1,6,"[8, 9, 10]"
b00002733_21i57n_20150510_004031e.jpg,a man is holding a pair of scissors.,A woman is holding a phone while wearing a costume.,a woman is holding a tie in her hand,1,2,"[8, 10, 9]"
b00002548_21i57n_20150517_135143e.jpg,a person holding a kite in the air.,A person on a skateboard is on a ramp.,a kite is flying over a beach with a kite,0,0,"[8, 9, 10]"
b00002604_21i57n_20150517_141405e.jpg,a person standing on a beach with a kite.,A person on a beach flying a kite.,a man is flying a surfboard on the beach,2,3,"[9, 8, 9]"
b00002755_21i57n_20150510_005227e.jpg,a group of people standing around a table.,A man in a bathroom with a cake in the bathroom.,a man in a bathroom brushing his teeth,3,5,"[8, 11, 8]"
b00000638_21i57n_20150518_113007e.jpg,two men sitting at a table with a laptop.,A man is sitting on a table with a plate of food.,a man is holding a bicycle in his hand,1,4,"[9, 12, 9]"
b00000369_21i57n_20150525_213419e.jpg,a man holding a remote control in his hand.,A man is standing in the middle of a room.,a man is sitting in a bicycle with a bicycle,1,3,"[9, 10, 10]"
b00002023_21i57n_20150509_165802e.jpg,a person standing in front of a building.,A man is standing in front of a large barn.,a person is sitting on the tracks near a fence,1,1,"[8, 10, 10]"
b00000344_21i57n_20150518_001650e.jpg,a man sitting at a table with a glass of wine.,A man in a kitchen with a large window.,a man sitting at a table with a wine glass,6,9,"[11, 9, 10]"
b00000649_21i57n_20150518_113459e.jpg,a group of people standing around a table.,A man in a red shirt and a white shirt and a red tie.,a man and woman are standing in front of a cup,2,7,"[8, 14, 11]"
b00003025_21i57n_20150517_172117e.jpg,a man is standing in front of a bus.,A man is standing in the street with a large car.,a person is parked in front of a building,1,1,"[9, 11, 9]"
b00005098_21i57n_20150522_214701e.jpg,a man and a woman sitting at a table with wine glasses.,A man standing in a kitchen preparing food.,a group of people sitting around a table with wine glasses,4,7,"[12, 8, 11]"
b00003102_21i57n_20150510_182854e.jpg,a group of people standing next to a motorcycle.,A group of people standing around a park flying kites.,a group of people riding motorcycles down a road,2,6,"[9, 10, 9]"
b00002852_21i57n_20150517_155440e.jpg,a view of a kitchen with a large window.,A man is sitting on a train with a large window.,a man sitting in a fork with a fork,1,2,"[9, 11, 9]"
b00003287_21i57n_20150517_191245e.jpg,a man is holding a cell phone in his hand.,A woman is sitting on a motorcycle in the street.,a woman is sitting on a tie with a tie,1,1,"[10, 10, 10]"
b00003091_21i57n_20150510_182400e.jpg,a man standing in a field holding a frisbee.,A man is standing on a field with a frisbee.,a group of people riding motorcycles down a road,2,5,"[9, 10, 9]"
b00002051_21i57n_20150509_170947e.jpg,a large building with a clock on it.,A large building with a large clock on the side of it.,a bicycle tower with a bicycle on it,0,0,"[8, 12, 8]"
b00002669_21i57n_20150517_143754e.jpg,a person on a beach flying a kite.,A man is standing on a beach with a kite.,a man standing on a beach flying a surfboard,1,1,"[8, 10, 9]"
b00002686_21i57n_20150517_144444e.jpg,a group of people standing on top of a lush green field.,A man in a green field with a large white sheep.,a person is standing on a hill near a mountain,1,5,"[12, 11, 10]"
b00005751_21i57n_20150524_113028e.jpg,a cat laying on top of a bed.,A man in a white shirt and a white shirt and black cat.,a bed laying on a bed with a tie,0,0,"[8, 13, 9]"
b00003076_21i57n_20150517_174443e.jpg,a train traveling down a track next to a building.,A large building with a large clock on the front.,a bench is parked in front of a building,1,1,"[10, 10, 9]"
